test_csv,idx,mode,key,chosen_budget,best_budget,correct,tokens,utility
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,6,first3,aleena|subscribed|to,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,7,first3,diane|gave|a,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,8,first3,tom|gets|4,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,9,first3,juan|wants|to,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,10,first3,if|it|takes,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,11,first3,johnny|is|picking,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,12,first3,edgar|eats|18,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,13,first3,rita|hand|picks,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,14,first3,luke|is|spending,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,15,first3,mike|was|a,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,16,first3,theo|bought|a,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,17,first3,marissa|is|hiking,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,18,first3,twenty|dozen|cups,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,19,first3,frankie|and|binkie,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,20,first3,the|bakers|at,256,256,1,262.0,0.9232421875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,21,first3,a|food|caterer,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,22,first3,stephen|borrowed|300,128,128,0,160.0,-0.046875
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,23,first3,ali|has|four,256,256,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,24,first3,if|6|potatoes,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,25,first3,derrick|has|a,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,26,first3,a|fog|bank,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,27,first3,henry|is|making,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,28,first3,the|ice|cream,512,512,1,544.0,0.840625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,29,first3,there|are|forty,128,128,1,160.0,0.953125
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,30,first3,hannah|needs|to,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,31,first3,mr|ruther|sold,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,32,first3,larry|loves|taking,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,33,first3,alice|likes|to,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,34,first3,a|phone|tree,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,35,first3,shiloh|is|44,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,36,first3,jenny|is|dividing,256,128,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,37,first3,ella|earned|33,256,128,1,288.0,0.915625
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,38,first3,paul|is|at,256,512,0,288.0,-0.08437499999999999
methods/01_adathink/results/per_sample_Qwen3.5_27B_20260228_052641.csv,39,first3,in|his|training,256,128,0,288.0,-0.08437499999999999
